"idno","netusoft","netustm","polintr","vote","prtvtgee","clsprty","prtclgee","prtdgcl","lrscale","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","happy","health","rlgblg","rlgdnm","rlgblge","rlgdnme","rlgdgr","ctzcntr","ctzshipd","brncntr","cntbrthd","lnghom1","lnghom2","gndr","agea","rshpsts","marsts","domicil","edlvdee","eduyrs","mnactic","pdjobev","pdjobyr","emplrel","emplno","wrkctra","estsz","jbspv","njbspv","wkdcorga","iorgact","wkhct","icwhct","wkhtot","nacer2","tporgwk","isco08","wrkac6m","uemp3m","uemp12m","uemp5yr","mbtru","region","totinch","ptotinc"
41018,5,180,3,1,1,2,NA,NA,5,9,5,0,5,10,6,8,2,2,NA,2,NA,5,1,"6666",1,"6666","EST","000",2,36,1,NA,4,213,10,1,NA,NA,1,NA,1,4,2,NA,5,5,40,1,50,16,4,9329,2,1,1,2,3,"Southern",2210,442
41022,5,300,1,1,1,2,NA,NA,5,7,4,3,2,4,5,7,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,25,NA,6,5,610,16,1,NA,NA,1,NA,1,2,2,NA,2,5,40,1,40,41,4,7114,1,2,NA,NA,3,"Southern",1536,307
41052,5,240,2,1,1,1,1,3,5,8,8,5,8,9,7,9,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,37,3,6,2,313,12,1,NA,NA,3,NA,1,1,1,1,10,10,40,1,40,49,4,1324,2,1,1,2,3,"Southern",1766,589
41073,1,NA,3,1,2,1,2,2,0,9,7,7,7,NA,5,7,3,1,3,NA,NA,10,2,"RU",2,"RU","RUS","000",1,87,1,NA,1,213,8,6,NA,2003,1,NA,1,4,2,NA,3,0,40,1,40,NA,4,7223,2,2,NA,NA,2,"Western",966,483
41076,5,300,4,3,NA,2,NA,NA,4,8,4,3,6,8,7,8,2,1,7,NA,NA,6,2,"RU",1,"6666","RUS","000",1,32,1,NA,2,423,14,1,NA,NA,1,NA,2,2,1,3,8,7,30,1,35,56,4,5132,2,1,2,2,3,"North",1346,673
41106,5,180,2,1,1,2,NA,NA,5,5,4,4,4,7,8,8,2,2,NA,2,NA,2,1,"6666",1,"6666","EST","000",1,32,3,6,4,323,12,1,NA,NA,1,NA,1,1,2,NA,9,7,40,1,50,25,4,7212,1,1,2,2,3,"Southern",1798,360
41185,1,NA,2,1,4,1,4,2,5,5,7,4,4,9,8,5,3,2,NA,2,NA,4,1,"6666",1,"6666","EST","000",2,80,NA,5,3,323,11,6,NA,2008,1,NA,1,2,1,15,5,3,40,1,40,86,2,2221,2,2,NA,NA,2,"Southern",611,611
41231,5,30,3,1,1,1,1,2,5,5,8,0,6,9,3,9,2,2,NA,2,NA,1,1,"6666",1,"6666","EST","000",2,23,1,NA,4,213,16,4,NA,2014,1,NA,1,5,1,14,9,7,40,1,40,61,4,NA,2,1,2,1,3,"North",3075.85613522679,291
41257,5,30,3,1,2,1,2,2,5,5,6,6,6,8,6,5,3,2,NA,2,NA,2,1,"6666",1,"6666","EST","000",2,71,1,NA,4,323,12,6,NA,2005,1,NA,1,1,1,3,10,10,40,1,40,85,3,5120,2,2,NA,NA,2,"Northeastern",1563,782
41367,2,NA,1,1,2,1,2,2,3,8,3,7,5,7,4,5,3,1,3,NA,NA,7,1,"6666",1,"6666","RUS","000",2,76,1,NA,1,423,13,6,NA,1999,1,NA,1,1,2,NA,4,4,40,1,40,47,4,4311,2,1,2,2,2,"North",1225,612
41407,1,NA,4,1,NA,2,NA,NA,NA,8,6,6,5,8,7,7,2,2,NA,2,NA,6,1,"6666",1,"6666","EST","RUS",1,79,NA,5,3,213,8,6,NA,2008,1,NA,1,3,2,NA,3,0,48,1,48,84,1,5411,2,2,NA,NA,3,"Southern",404,404
41508,5,120,3,2,NA,2,NA,NA,1,10,9,9,9,9,9,9,1,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,15,NA,6,3,113,8,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,"Western",5990.67730439787,0
41556,5,540,3,1,4,1,4,2,5,6,6,5,4,6,6,6,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,28,NA,6,3,720,18,1,NA,NA,1,NA,1,3,2,NA,8,8,40,1,40,85,1,3343,2,2,NA,NA,3,"Southern",1594,1594
41579,5,60,3,1,1,2,NA,NA,7,9,4,NA,8,2,7,8,1,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,41,NA,4,1,323,13,1,NA,NA,1,NA,1,4,2,NA,0,0,30,1,30,55,4,5132,2,2,NA,NA,3,"Western",932,466
41593,5,240,4,2,NA,2,NA,NA,NA,9,NA,0,NA,0,0,9,2,2,NA,2,NA,0,2,"RU",2,"TM","RUS","000",2,77,NA,4,3,720,17,6,NA,2007,2,0,NA,1,2,NA,10,10,20,1,20,96,5,3230,2,1,2,2,2,"Northeastern",949,949
41636,4,120,3,2,NA,1,2,3,4,7,6,6,7,8,7,6,2,2,NA,2,NA,3,1,"6666",1,"6666","EST","000",1,37,3,6,4,423,13,1,NA,NA,1,NA,1,2,2,NA,6,4,40,1,40,16,4,7233,2,2,NA,NA,3,"Southern",1145,286
41650,4,60,3,1,1,2,NA,NA,8,9,9,9,8,10,9,10,3,2,NA,2,NA,7,1,"6666",1,"6666","EST","000",2,41,1,NA,3,213,9,5,NA,2007,1,NA,1,1,2,NA,0,0,40,1,0,80,4,5414,2,1,2,2,3,"Central",1037,424
41689,5,120,2,3,NA,1,2,2,7,8,6,6,8,8,6,8,1,2,NA,2,NA,5,1,"6666",1,"6666","RUS","EST",2,17,NA,6,3,213,10,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,"Northeastern",1667,0
41703,5,120,3,3,NA,1,2,3,5,8,2,2,2,5,3,8,1,1,3,NA,NA,5,2,"6500",1,"6666","RUS","000",1,36,1,NA,1,323,13,1,NA,NA,1,NA,1,3,2,NA,10,10,40,1,40,25,4,3323,1,1,2,2,3,"North",2237,746
41717,2,NA,3,1,1,2,NA,NA,8,8,6,6,7,7,7,8,3,1,2,NA,NA,6,1,"6666",1,"6666","EST","000",1,88,NA,5,2,720,19,6,NA,2001,1,NA,1,4,1,100,10,10,40,1,40,49,3,1324,2,2,NA,NA,2,"North",447,447
41757,3,NA,3,1,6,2,NA,NA,NA,7,4,3,8,6,8,6,3,2,NA,2,NA,4,1,"6666",1,"6666","EST","000",2,53,1,NA,3,423,14,1,NA,NA,1,NA,1,5,1,5,4,0,40,1,40,26,4,4322,2,1,2,2,3,"Southern",1075,538
41778,5,600,4,1,4,1,4,3,3,9,8,7,7,8,5,9,1,2,NA,2,NA,2,1,"6666",1,"6666","EST","000",2,25,3,6,2,720,18,1,NA,NA,1,NA,1,3,1,5,6,3,40,1,40,86,2,2211,2,2,NA,NA,1,"North",1698,849
41922,5,60,3,1,2,2,NA,NA,5,9,3,5,5,7,4,10,2,1,3,NA,NA,8,1,"6666",1,"6666","RUS","000",2,37,1,NA,1,720,18,1,NA,NA,1,NA,1,5,2,NA,8,7,40,1,45,86,2,2212,2,2,NA,NA,1,"North",2726,682
41936,5,60,2,1,1,2,NA,NA,9,9,NA,5,6,9,NA,8,2,2,NA,2,NA,2,1,"6666",1,"6666","EST","000",1,73,1,NA,4,720,17,6,NA,2015,1,NA,1,3,1,50,10,10,40,1,40,41,4,1323,2,2,NA,NA,2,"North",1006,503
41958,5,120,3,1,1,1,1,2,8,7,6,6,6,8,6,5,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,65,1,NA,3,620,16,6,NA,2018,1,NA,1,5,2,NA,8,4,40,1,40,68,4,3334,2,2,NA,NA,2,"Western",1371,343
41993,1,NA,3,1,1,1,1,2,NA,8,2,0,5,10,2,8,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,73,1,NA,4,323,11,6,NA,2011,1,NA,1,3,1,10,8,1,NA,2,40,50,4,5120,2,2,NA,NA,2,"North",842,421
42015,5,90,3,1,2,1,4,3,5,9,7,5,7,9,5,7,2,1,3,NA,NA,5,1,"6666",2,"RU","RUS","EST",2,68,NA,5,1,720,20,1,NA,NA,1,NA,1,4,1,4,10,10,40,1,40,NA,4,2411,2,2,NA,NA,2,"North",516,516
42027,5,120,2,1,4,2,NA,NA,5,6,5,5,6,8,5,5,2,2,NA,2,NA,3,1,"6666",1,"6666","EST","000",1,57,3,5,3,313,11,1,NA,NA,1,NA,1,1,2,NA,10,0,40,1,40,47,4,1324,1,1,2,2,2,"Southern",1249,624
42037,5,240,2,1,4,1,4,2,3,8,7,7,7,8,6,8,2,2,NA,2,NA,3,1,"6666",1,"6666","EST","000",1,46,1,NA,3,620,17,1,NA,NA,1,NA,1,3,2,NA,5,4,40,1,40,23,4,4323,2,1,2,2,2,"Southern",1674,418
42063,5,60,3,2,NA,1,6,2,7,7,7,5,4,8,3,7,3,2,NA,2,NA,8,1,"6666",1,"6666","EST","000",1,32,1,NA,1,423,12,1,NA,NA,2,0,NA,1,2,NA,10,10,60,1,60,41,4,1323,1,2,NA,NA,3,"North",2064,516
42066,5,300,1,1,11,1,1,2,7,7,7,5,7,7,4,7,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,36,1,NA,2,610,23,1,NA,NA,1,NA,1,3,2,NA,8,3,40,1,40,69,4,2152,1,2,NA,NA,3,"North",2165,1082
42067,5,300,1,1,1,1,1,2,5,6,2,0,7,8,1,7,1,2,NA,2,NA,2,1,"6666",1,"6666","EST","000",2,38,3,6,4,620,16,1,NA,NA,2,2,NA,1,1,2,10,9,40,1,40,68,4,3334,2,1,1,1,3,"North",2197,1098
42075,5,180,2,1,6,2,NA,NA,5,8,6,5,5,7,3,9,1,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,42,3,6,3,720,17,1,NA,NA,1,NA,1,3,2,NA,9,8,40,1,40,85,2,2266,2,2,NA,NA,3,"North",2470,618
42131,5,230,3,2,NA,2,NA,NA,5,10,8,7,7,9,9,9,1,2,NA,2,NA,3,1,"6666",1,"6666","EST","000",2,17,NA,6,3,213,10,2,NA,2017,1,NA,1,1,2,NA,2,2,40,1,40,NA,4,NA,2,2,NA,NA,3,"Southern",302,0
42181,5,540,3,2,NA,2,NA,NA,5,7,5,4,3,7,4,8,2,2,NA,2,NA,5,1,"6666",1,"6666","EST","ENG",2,29,3,6,1,610,17,1,NA,NA,1,NA,1,5,2,NA,7,5,40,1,40,64,4,3512,1,2,NA,NA,3,"North",1642,821
42191,5,600,2,1,3,1,1,2,7,7,5,4,8,8,6,7,1,2,NA,2,NA,6,1,"6666",1,"6666","EST","000",1,51,NA,6,1,720,16,1,NA,NA,1,NA,1,3,1,1,7,6,40,1,40,45,4,3322,2,2,NA,NA,3,"North",1327,1327
42248,5,120,2,1,11,1,13,2,5,7,6,3,7,8,4,8,2,2,NA,2,NA,5,1,"6666",1,"6666","EST","000",2,73,NA,4,2,720,20,6,NA,2011,1,NA,1,3,2,NA,2,5,40,1,45,73,4,3343,2,2,NA,NA,2,"North",434,434
42268,2,NA,2,1,4,1,4,2,5,6,6,6,7,5,5,8,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,81,NA,6,1,423,13,6,NA,2012,1,NA,1,2,2,NA,5,0,40,1,40,NA,4,2631,2,1,2,2,2,"North",7790.12464334197,1948
42335,5,120,4,2,NA,2,NA,NA,4,8,8,5,6,8,3,8,2,2,NA,2,NA,7,1,"6666",1,"6666","EST","000",2,51,1,NA,3,423,13,1,NA,NA,1,NA,1,4,1,100,5,0,40,1,40,30,4,7115,2,2,NA,NA,2,"Western",2916,972
42379,5,60,3,2,NA,2,NA,NA,NA,5,5,4,7,1,6,5,2,2,NA,2,NA,1,1,"6666",1,"6666","EST","BEL",1,35,3,6,4,229,11,1,NA,NA,1,NA,1,3,2,NA,5,0,40,1,40,25,4,7212,1,2,NA,NA,3,"Central",1329,332
42391,5,300,3,1,4,2,NA,NA,6,8,7,5,7,4,5,8,2,1,2,NA,NA,7,1,"6666",1,"6666","EST","000",2,48,1,NA,1,610,20,1,NA,NA,1,NA,1,4,2,NA,8,7,40,1,45,84,1,2421,1,2,NA,NA,2,"Southern",1786,893
42423,4,60,3,1,1,2,NA,NA,2,9,3,2,3,5,4,8,2,2,NA,2,NA,6,1,"6666",1,"6666","EST","000",1,33,1,NA,3,620,19,1,NA,NA,1,NA,1,3,1,4,10,8,40,1,40,46,4,1420,1,2,NA,NA,3,"Southern",2789,1394
42439,5,30,4,3,NA,2,NA,NA,5,8,8,7,8,6,5,10,2,1,3,NA,NA,5,2,"6500",1,"6666","RUS","000",2,47,NA,4,3,321,12,1,NA,NA,1,NA,1,4,2,NA,3,0,40,1,40,10,4,7512,2,2,NA,NA,2,"North",1154,1154
42464,5,240,4,3,NA,2,NA,NA,5,4,0,4,5,6,NA,5,2,2,NA,2,NA,2,1,"6666",1,"6666","EST","000",1,15,NA,6,1,113,8,2,NA,2018,1,NA,2,1,2,NA,0,0,24,1,24,77,4,5223,2,2,NA,NA,3,"Western",5325.4013146931,0
42470,1,NA,2,3,NA,1,2,2,0,5,7,8,5,3,8,7,3,2,NA,2,NA,0,2,"6500",2,"UA","RUS","000",1,69,NA,5,1,423,12,6,NA,2010,1,NA,3,2,2,NA,0,0,8,1,8,41,4,7131,2,1,1,2,2,"North",1092,546
42493,1,NA,2,1,4,2,NA,NA,NA,7,5,4,4,7,6,7,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,65,1,NA,3,313,13,6,NA,2016,1,NA,1,2,2,NA,3,3,40,1,40,41,4,7112,2,2,NA,NA,3,"Southern",410,137
42517,5,360,4,2,NA,1,2,3,5,8,3,0,5,5,5,10,2,2,NA,2,NA,0,1,"6666",1,"6666","RUS","000",1,24,1,NA,3,213,12,1,NA,NA,1,NA,1,1,2,NA,10,5,40,1,52,41,4,7124,1,1,1,1,1,"North",1875,625
42526,5,180,3,1,1,2,NA,NA,NA,5,4,3,4,6,4,7,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,43,1,NA,5,620,16,8,NA,2015,1,NA,2,2,2,NA,3,0,20,1,20,85,2,5311,2,2,NA,NA,3,"Southern",1120,263
42528,5,360,2,1,NA,1,6,2,10,7,6,3,3,5,4,8,2,1,8,NA,NA,8,1,"6666",1,"6666","EST","000",2,29,NA,6,1,520,19,2,NA,2016,1,NA,1,3,2,NA,5,2,40,1,40,80,4,5414,2,1,2,2,3,"Western",233,233
42608,5,20,3,2,NA,1,11,3,5,10,7,7,6,7,2,10,1,2,NA,2,NA,4,1,"6666",1,"6666","EST","000",2,30,1,NA,3,213,9,8,NA,NA,1,NA,1,2,2,NA,5,0,40,1,40,47,4,5223,2,1,2,2,3,"North",2561,153
42609,5,180,2,3,NA,1,2,2,4,5,4,8,3,3,4,5,5,1,3,NA,NA,5,2,"6500",1,"6666","RUS","000",2,61,1,NA,1,423,13,1,NA,NA,1,NA,1,1,1,7,10,10,NA,2,15,68,6,1219,2,1,1,2,2,"North",203,102
42685,5,60,1,1,4,1,6,2,9,8,6,1,8,9,7,8,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,44,NA,4,1,720,17,1,NA,NA,1,NA,1,1,2,NA,8,1,40,1,40,74,4,3323,2,2,NA,NA,3,"Southern",1683,842
42715,4,120,2,1,3,1,3,2,8,6,6,3,5,6,3,6,3,2,NA,2,NA,7,1,"6666",1,"6666","EST","000",2,75,NA,5,2,423,16,6,NA,2018,1,NA,2,3,2,NA,8,2,40,1,40,1,4,4321,2,2,NA,NA,2,"Southern",472,472
42751,5,300,3,1,NA,2,NA,NA,8,6,6,5,NA,8,8,7,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,71,NA,4,3,800,19,1,NA,NA,1,NA,1,3,1,10,10,8,42,1,42,72,2,2111,2,2,NA,NA,2,"Southern",3097.89827364972,516
42774,5,540,3,2,NA,2,NA,NA,6,9,10,7,8,8,9,9,1,2,NA,2,NA,1,1,"6666",1,"6666","EST","000",1,16,NA,6,1,213,9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,"North",2052,0
42842,5,300,2,1,1,1,1,2,NA,8,7,3,8,8,4,8,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,51,3,6,4,323,12,1,NA,NA,2,16,NA,2,1,15,10,10,50,1,50,16,4,1321,2,2,NA,NA,3,"Southern",2185,546
42892,5,120,3,1,2,1,2,2,5,8,8,5,5,8,3,7,2,2,NA,2,NA,5,1,"6666",1,"6666","RUS","000",2,23,1,NA,1,423,16,8,NA,2016,1,NA,1,3,2,NA,6,5,40,1,40,69,4,4132,2,2,NA,NA,3,"North",1880,263
43009,5,240,3,1,NA,2,NA,NA,8,9,6,5,3,6,7,7,2,1,3,NA,NA,6,1,"6666",1,"6666","RUS","000",2,45,6,NA,2,610,13,1,NA,NA,2,45,NA,1,1,10,9,8,40,1,60,80,4,1349,2,2,NA,NA,3,"North",4977.77675642612,2489
43013,5,150,3,1,2,1,6,2,5,5,3,1,4,4,3,8,3,1,2,NA,NA,4,1,"6666",1,"6666","EST","000",2,78,NA,5,2,213,8,6,NA,1990,1,NA,1,4,2,NA,4,3,40,1,40,20,3,8131,2,2,NA,NA,2,"North",61,61
43051,2,NA,4,2,NA,2,NA,NA,5,10,9,0,5,8,6,9,3,1,4,NA,NA,10,1,"6666",1,"6666","EST","000",2,72,NA,5,3,213,8,6,NA,2008,1,NA,1,3,2,NA,0,0,40,1,40,85,2,5311,2,2,NA,NA,2,"Central",457,457
43114,5,480,2,1,2,2,NA,NA,7,8,9,9,7,5,4,9,2,1,3,NA,NA,6,2,"6500",1,"6666","RUS","000",2,48,1,NA,1,423,11,1,NA,NA,1,NA,1,1,2,NA,10,5,40,1,40,55,4,9112,2,1,2,2,2,"North",1263,421
43121,1,NA,4,2,NA,2,NA,NA,5,6,5,6,5,7,3,6,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,74,NA,5,4,213,8,6,NA,2011,1,NA,1,2,2,NA,2,0,40,1,40,32,4,8172,2,1,1,2,2,"Western",284,284
43122,5,180,2,1,2,1,2,3,4,6,5,7,5,5,3,6,3,1,3,NA,NA,8,1,"6666",2,"RU","RUS","000",2,65,NA,4,3,720,15,1,NA,NA,1,NA,1,3,2,NA,5,3,18,1,18,85,1,2330,2,2,NA,NA,1,"Northeastern",857,857
43126,5,120,3,2,NA,1,2,3,5,4,8,5,5,5,7,7,3,2,NA,2,NA,2,1,"6666",1,"6666","EST","RUS",2,53,NA,4,1,323,11,1,NA,NA,1,NA,2,2,1,2,5,5,40,1,60,85,4,5311,1,2,NA,NA,2,"North",1107,554
43172,5,540,1,1,2,1,2,3,6,10,7,8,5,7,5,9,2,1,2,NA,NA,7,1,"6666",1,"6666","EST","000",2,55,1,NA,1,720,16,1,NA,NA,1,NA,1,2,2,NA,7,6,40,1,40,94,6,3343,2,2,NA,NA,2,"North",2337,584
43193,5,480,2,1,2,2,NA,NA,5,7,5,2,6,9,8,8,2,1,3,NA,NA,8,1,"6666",1,"6666","RUS","000",2,49,1,NA,1,423,13,8,NA,2016,1,NA,2,4,1,25,8,5,40,1,40,52,4,NA,2,2,NA,NA,3,"North",2823,138
43259,5,540,4,3,NA,2,NA,NA,5,8,2,5,5,4,8,7,2,2,NA,2,NA,2,1,"6666",1,"6666","EST","RUS",1,15,NA,6,4,113,8,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,"Central",1417,0
43329,5,120,3,1,5,1,5,2,3,5,2,6,7,7,7,4,4,2,NA,2,NA,3,1,"6666",1,"6666","EST","000",1,57,1,NA,2,313,12,1,NA,NA,1,NA,1,2,2,NA,2,2,40,1,40,41,4,8332,2,1,1,2,2,"Southern",1322,441
43343,5,60,1,1,1,1,1,2,8,8,8,3,5,3,8,6,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,79,NA,5,3,423,13,6,NA,2007,1,NA,1,3,1,50,8,0,40,1,40,84,1,210,2,2,NA,NA,2,"Western",523,523
43355,5,150,4,1,1,2,NA,NA,6,9,7,7,8,10,9,10,1,1,NA,NA,NA,2,1,"6666",1,"6666","EST","000",2,25,1,NA,4,313,12,8,NA,2014,1,NA,1,2,2,NA,3,0,40,1,40,47,4,5245,2,2,NA,NA,3,"Central",2078,277
43395,1,NA,3,2,NA,2,NA,NA,NA,7,5,5,NA,NA,5,7,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,66,NA,5,1,313,11,1,NA,NA,1,NA,1,3,2,NA,1,0,40,1,40,14,4,8153,2,1,2,2,2,"Western",1320,1320
43470,2,NA,4,2,NA,2,NA,NA,5,9,5,2,5,8,9,9,2,2,NA,2,NA,6,1,"6666",1,"6666","EST","000",2,60,1,NA,1,423,13,1,NA,NA,1,NA,1,4,2,NA,5,2,40,1,42,47,4,5230,2,2,NA,NA,3,"North",2516,629
43500,1,NA,3,2,NA,2,NA,NA,0,9,8,4,4,5,5,10,4,1,3,NA,NA,5,1,"6666",2,"BY","RUS","000",2,79,1,NA,3,313,10,6,NA,1990,1,NA,1,4,2,NA,5,3,40,1,40,26,1,7223,2,2,NA,NA,2,"Southern",754,377
43538,2,NA,2,3,NA,2,NA,NA,4,6,5,4,1,NA,3,6,5,1,3,NA,NA,3,2,"6500",2,"BY","RUS","BEL",2,72,3,6,1,423,13,6,NA,1994,1,NA,1,3,1,25,9,5,40,1,40,27,3,2151,2,2,NA,NA,2,"North",6869.06739117062,3435
43573,5,120,2,1,1,1,1,2,5,10,10,2,3,3,6,9,2,1,2,NA,NA,2,1,"6666",1,"6666","EST","000",2,58,1,NA,2,720,16,1,NA,NA,1,NA,1,4,2,NA,9,4,40,1,40,56,4,1412,2,2,NA,NA,2,"North",2881,960
43712,5,270,3,1,1,1,1,2,8,9,8,2,3,8,7,8,3,2,NA,2,NA,8,1,"6666",1,"6666","EST","000",2,53,NA,4,4,423,13,1,NA,NA,1,NA,1,5,2,NA,8,5,140,1,140,78,4,9112,2,2,NA,NA,1,"North",1137,1137
43726,5,60,2,2,NA,2,NA,NA,6,7,6,4,6,6,8,7,3,2,NA,2,NA,1,1,"6666",1,"6666","EST","000",1,50,1,NA,4,313,11,1,NA,NA,1,NA,1,1,2,NA,5,2,20,1,20,47,4,3431,1,2,NA,NA,3,"North",966,322
43799,5,240,3,2,NA,2,NA,NA,5,5,5,2,2,5,4,5,3,2,NA,2,NA,2,1,"6666",1,"6666","EST","000",1,42,3,6,4,213,11,1,NA,NA,2,0,NA,1,1,1,10,10,40,1,60,16,4,7522,2,1,1,2,3,"North",310,103
43849,5,60,2,1,2,1,2,2,5,7,6,5,5,7,7,8,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,69,1,NA,4,610,16,6,NA,NA,2,0,NA,1,1,NA,5,5,20,1,20,85,5,5165,2,2,NA,NA,3,"Southern",1589,794
43886,5,120,3,1,4,2,NA,NA,5,9,5,5,5,2,3,6,2,1,3,NA,NA,6,1,"6666",1,"6666","RUS","000",1,31,3,4,1,423,14,3,NA,NA,1,NA,1,4,2,NA,7,3,48,1,48,84,1,5413,2,1,2,1,3,"Northeastern",532,267
43942,5,180,1,1,11,2,NA,NA,5,4,5,4,5,8,5,7,2,2,NA,2,NA,4,1,"6666",1,"6666","EST","RUS",2,59,1,NA,2,423,13,1,NA,NA,1,NA,1,2,2,NA,4,3,40,1,40,64,4,4312,2,2,NA,NA,3,"North",1613,806
43951,5,180,4,2,NA,2,NA,NA,5,8,8,6,6,8,7,7,1,2,NA,2,NA,4,1,"6666",1,"6666","EST","000",1,30,1,NA,3,313,12,1,NA,NA,1,NA,1,4,2,NA,3,0,40,1,40,16,4,7523,2,1,1,2,3,"Western",2374,1187
43968,5,600,2,1,6,1,6,2,5,7,4,2,1,7,4,6,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,28,3,6,2,323,15,1,NA,NA,1,NA,1,4,2,NA,6,4,40,1,40,84,1,4415,1,1,2,2,3,"Southern",1871,936
43994,5,480,2,1,2,1,2,2,6,5,6,5,7,8,6,7,2,1,3,NA,NA,7,1,"6666",2,"RU","RUS","EST",1,63,1,NA,1,720,16,1,NA,NA,1,NA,1,4,2,NA,9,9,50,1,55,60,3,2642,2,2,NA,NA,2,"North",997,332
43997,5,480,2,2,NA,2,NA,NA,NA,8,8,8,8,7,5,7,2,2,NA,2,NA,4,1,"6666",1,"6666","EST","000",2,21,NA,6,2,313,14,1,NA,NA,1,NA,1,4,2,NA,9,0,20,1,20,47,4,5223,2,2,NA,NA,3,"Central",138,138
44014,5,240,2,1,4,2,NA,NA,5,7,3,3,3,9,2,7,2,1,3,NA,NA,7,1,"6666",1,"6666","RUS","000",2,56,1,NA,2,720,15,1,NA,NA,1,NA,1,2,1,4,7,3,40,1,60,10,4,2411,2,1,2,1,2,"North",3340.74201472574,1670
44082,1,NA,3,1,4,1,4,2,7,9,4,4,5,9,6,7,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,49,NA,5,3,213,11,1,NA,NA,1,NA,2,2,2,NA,9,0,32,1,0,46,4,9333,2,1,1,2,3,"Central",1063,532
44099,5,360,2,1,4,2,NA,NA,5,8,4,2,1,8,1,8,3,2,NA,2,NA,2,1,"6666",1,"6666","EST","000",1,28,3,6,2,520,17,1,NA,NA,1,NA,1,3,1,16,9,10,40,1,65,94,4,5321,2,1,2,2,3,"North",2299,766
44100,1,NA,3,3,NA,2,NA,NA,5,5,1,2,4,3,3,4,3,1,3,NA,NA,2,2,"RU",2,"RU","RUS","000",2,60,3,4,3,520,11,5,NA,2009,1,NA,1,3,2,NA,4,1,40,1,40,41,4,7131,2,1,2,2,2,"Northeastern",423,371
44114,5,120,2,2,NA,1,5,1,4,7,6,6,4,5,4,8,2,2,NA,2,NA,5,1,"6666",1,"6666","EST","000",2,29,3,6,1,423,17,1,NA,NA,1,NA,1,1,2,NA,4,0,40,1,40,56,4,5131,1,1,2,2,3,"North",1544,772
44168,5,360,3,2,NA,2,NA,NA,5,7,7,3,5,10,7,8,3,2,NA,2,NA,7,1,"6666",1,"6666","EST","000",2,42,3,4,3,313,12,1,NA,NA,2,8,NA,1,1,13,10,10,40,1,80,25,4,1321,2,2,NA,NA,3,"North",4990.64082077905,2495
44238,5,360,2,1,11,2,NA,NA,6,6,6,4,6,7,7,7,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,35,1,NA,1,423,15,1,NA,NA,1,NA,1,4,1,2,8,8,40,1,40,84,1,210,1,2,NA,NA,3,"North",1859,620
44258,1,NA,2,3,NA,1,2,2,5,5,5,8,2,5,6,7,3,1,3,NA,NA,5,2,"RU",2,"RU","RUS","000",2,72,NA,6,1,313,11,6,NA,2004,1,NA,1,5,2,NA,2,0,40,1,40,43,1,7124,2,2,NA,NA,2,"Northeastern",168,168
44293,3,NA,3,1,6,2,NA,NA,5,4,2,1,2,6,3,5,4,1,2,NA,NA,10,1,"6666",1,"6666","EST","000",1,72,1,NA,4,720,16,6,NA,2003,1,NA,1,1,2,NA,9,6,40,1,40,94,3,2636,2,2,NA,NA,2,"Southern",577,144
44319,4,60,2,1,1,1,1,3,5,8,8,5,6,8,7,7,1,2,NA,2,NA,3,1,"6666",1,"6666","EST","000",1,40,NA,1,5,620,18,1,NA,NA,1,NA,1,1,1,2,7,9,40,1,50,56,4,1412,2,1,2,2,3,"Southern",1047,1047
